,conf,image_id,cat_id,xtl,ytl,xbr,ybr,detection_id,pred,pred_score
105,0.99343115,63,7,41.5,339.0,108.5,385.0,6610,07_04,1.0
106,0.9995921999999998,63,1,1199.0,309.5,1259.0,370.5,6611,01_12,1.0
107,0.9995784,63,1,38.5,272.5,101.5,337.5,6612,01_12,1.0
108,0.9981595999999999,64,7,1319.0,448.0,1411.0,482.0,6613,07_02,1.0
109,0.47532701,64,7,849.5,308.5,862.5,317.5,6614,07_01,0.993421733379364
110,0.9989832000000001,64,1,1324.5,339.0,1411.5,435.0,6615,01_08,1.0
111,0.59769046,64,1,850.0,296.0,862.0,308.0,6616,01_12,0.5182715654373169
112,0.9957241,65,7,1219.0,390.5,1281.0,413.5,6617,07_02,1.0
113,0.48291826,65,7,785.5,310.0,796.5,318.0,6618,08_02,0.9248783588409424
114,0.99965006,65,1,1220.0,315.0,1282.0,381.0,6619,01_08,1.0
115,0.9993655,65,1,55.5,292.0,122.5,358.0,6620,01_08,1.0
116,0.40038502,65,1,784.0,298.0,796.0,310.0,6621,01_12,0.8294970989227295
117,0.995502,66,5,892.5,288.0,917.5,328.0,6622,05_05,1.0
118,0.9995841000000001,66,1,1366.5,272.0,1453.5,370.0,6623,01_08,0.9999738931655884
119,0.24049336,66,1,876.5,299.5,885.5,312.5,6624,03_01,0.9915266633033752
120,0.9366639000000001,67,5,834.5,288.5,855.5,321.5,6625,05_05,1.0
121,0.9993664000000001,67,1,1101.0,272.5,1141.0,315.5,6626,01_08,0.9999991655349731
122,0.9977384,67,1,64.0,290.5,108.0,337.5,6627,01_08,0.9999969005584717
123,0.8635239,67,1,0.0,829.5,26.0,878.5,6628,01_06,0.677272617816925
124,0.99900365,68,1,1489.5,260.5,1546.5,327.5,6629,01_08,0.9999619722366333
125,0.9868466999999999,69,8,489.5,6.0,534.5,52.0,6630,08_01,0.9999741315841675
126,0.9672624,69,8,731.0,-0.5,773.0,42.5,6631,08_01,0.997804582118988
127,0.8776162000000001,69,8,260.0,22.5,304.0,67.5,6632,08_01,0.9999901056289673
128,0.635748,69,8,968.0,0.0,1008.0,36.0,6633,08_01,0.8270930051803589
129,0.9982424999999999,69,1,86.0,298.0,130.0,344.0,6634,01_08,0.9999254941940308
130,0.9978719000000001,69,1,1221.0,268.5,1261.0,311.5,6635,01_08,0.9984002709388733
131,0.9848631999999999,70,8,735.0,8.5,777.0,53.5,6636,08_01,0.9999910593032837
132,0.97801167,70,8,502.0,15.5,544.0,60.5,6637,08_01,0.9988214373588562
133,0.81600374,70,8,965.0,7.5,1005.0,50.5,6638,08_01,0.9996650218963623
134,0.67870665,70,8,275.0,27.0,319.0,71.0,6639,08_01,0.9999855756759644
135,0.521935,70,7,857.5,317.0,874.5,325.0,6640,07_01,0.9535320997238159
136,0.3457736,70,7,859.0,320.0,875.0,326.0,6641,08_01,0.2922351956367493
137,0.99257374,70,5,857.0,293.0,875.0,315.0,6642,05_05,0.9693413376808167
138,0.99875456,70,1,1181.0,270.5,1221.0,313.5,6643,01_08,0.9998598098754883
139,0.9933605999999999,70,1,103.5,296.0,146.5,340.0,6644,01_08,0.9952515363693237
140,0.9970800999999999,71,7,1500.5,371.0,1593.5,437.0,6645,07_04,1.0
141,0.9993913000000001,71,1,1509.5,276.5,1592.5,371.5,6646,01_12,1.0
142,0.99936855,72,7,1279.5,348.0,1346.5,394.0,6647,07_04,1.0
143,0.99869835,72,7,58.5,396.5,127.5,443.5,6648,07_04,1.0
144,0.99976206,72,1,1282.5,279.0,1347.5,347.0,6649,01_12,1.0
145,0.9993564,72,1,51.5,332.0,116.5,396.0,6650,01_12,1.0
146,0.9986446,73,1,1459.5,313.5,1538.5,406.5,6651,01_08,1.0
147,0.99965084,74,1,1160.5,301.5,1213.5,358.5,6652,01_08,1.0
148,0.99889475,74,1,74.5,323.0,135.5,385.0,6653,01_08,1.0
149,0.99881434,75,8,595.5,-0.5,696.5,84.5,6654,08_01,0.9804500341415405
150,0.9987046,75,8,708.5,-1.5,811.5,81.5,6655,08_01,0.9968019723892212
151,0.9985940000000001,75,8,249.5,1.5,350.5,102.5,6656,08_01,0.9999892711639404
152,0.9969689,75,8,822.5,-1.0,923.5,77.0,6657,08_01,0.9983043670654297
153,0.99671406,75,8,935.0,-1.0,1033.0,73.0,6658,08_01,0.9974551796913147
154,0.9950629999999999,75,8,363.5,1.5,468.5,96.5,6659,08_01,0.9997418522834778
155,0.9933579,75,8,478.5,0.5,583.5,89.5,6660,08_01,0.9966873526573181
156,0.99914414,75,1,1048.5,295.0,1091.5,339.0,6661,01_08,1.0
157,0.9961450000000001,75,1,233.5,312.0,280.5,358.0,6662,01_08,1.0
158,0.99994636,76,1,1393.0,309.5,1499.0,418.5,6663,01_08,1.0
159,0.9997618,77,1,1083.5,299.0,1144.5,361.0,6664,01_08,1.0
160,0.9995145000000001,77,1,51.5,315.5,110.5,378.5,6665,01_08,1.0
161,0.9923221,79,7,1361.0,346.5,1465.0,423.5,6666,07_04,1.0
162,0.99979544,79,1,1366.0,139.0,1472.0,245.0,6667,01_08,1.0
163,0.9994777,79,1,1367.0,250.0,1467.0,348.0,6668,01_12,1.0
164,0.9996470999999999,80,1,72.5,334.5,153.5,417.5,6669,01_08,1.0
165,0.99957556,80,1,1373.0,330.0,1459.0,414.0,6670,01_08,1.0
166,0.9996065000000001,81,1,55.5,336.5,120.5,407.5,6671,01_08,1.0
167,0.9989885000000001,81,1,1112.5,327.5,1165.5,382.5,6672,01_08,1.0
168,0.99953324,82,1,1330.5,362.0,1429.5,462.0,6673,01_08,0.9999998807907104
169,0.99951524,83,1,1346.0,348.5,1446.0,445.5,6674,01_08,1.0
170,0.999726,84,1,1227.0,338.0,1303.0,414.0,6675,01_08,1.0
171,0.9996848,84,1,40.0,299.5,106.0,372.5,6676,01_08,1.0
172,0.9946463,85,7,1323.0,439.5,1427.0,478.5,6677,07_02,1.0
173,0.9997969999999999,85,1,1327.0,332.0,1429.0,436.0,6678,01_08,0.9999998807907104
174,0.9961485000000001,86,7,79.0,418.5,161.0,449.5,6679,07_02,0.9999984502792358
175,0.9947123999999999,86,7,1223.5,378.5,1294.5,407.5,6680,07_02,1.0
176,0.9996584000000001,86,1,72.5,339.5,151.5,418.5,6681,01_08,1.0
177,0.9996152,86,1,1224.5,307.0,1291.5,377.0,6682,01_08,1.0
178,0.99982524,87,7,540.5,704.5,673.5,793.5,6683,07_04,0.9999890327453613
179,0.99990904,87,1,546.0,580.5,670.0,703.5,6684,01_12,1.0
180,0.99629545,88,7,748.0,709.0,914.0,827.0,6685,07_04,0.9999983310699463
181,0.99992645,88,1,757.5,559.5,908.5,714.5,6686,01_12,1.0
182,0.9986395,89,7,366.0,655.5,498.0,740.5,6687,07_04,0.9999998807907104
183,0.9999423000000001,89,1,380.5,536.5,497.5,655.5,6688,01_12,1.0
184,0.9751902,90,7,759.0,654.5,943.0,751.5,6689,07_04,0.9995300769805908
185,0.9193328000000002,90,7,770.5,736.5,927.5,775.5,6690,01_08,0.277345597743988
186,0.9996290000000001,90,1,774.5,459.5,943.5,644.5,6691,01_12,1.0
187,0.99506783,91,8,550.5,-0.5,669.5,54.5,6692,08_01,0.9066499471664429
188,0.9239108,91,8,422.0,-0.5,538.0,60.5,6693,08_01,0.95209801197052
189,0.8938398999999999,91,8,688.0,-1.0,804.0,49.0,6694,08_01,0.9483768939971924
190,0.9980235999999999,93,7,1455.0,375.0,1565.0,413.0,6695,07_09,0.9999985694885254
191,0.999015,93,1,1474.0,266.0,1560.0,366.0,6696,01_20,1.0
192,0.99932176,94,5,0.0,402.5,84.0,499.5,6697,05_08,1.0
193,0.99789923,94,5,1454.0,373.0,1534.0,461.0,6698,05_08,1.0
194,0.99967307,95,5,140.5,395.0,211.5,471.0,6699,05_08,1.0
195,0.99310493,95,5,1310.0,372.0,1376.0,444.0,6700,05_08,1.0
196,0.9969906999999999,96,7,1310.5,351.5,1423.5,412.5,6701,07_08,1.0
197,0.9960207,96,7,1307.5,425.5,1420.5,464.5,6702,07_02,0.9999983310699463
198,0.99995136,96,1,1316.5,222.0,1431.5,338.0,6703,01_08,1.0
199,0.99757344,97,7,1208.5,319.5,1283.5,360.5,6704,07_08,1.0
200,0.995793,97,7,116.5,355.5,197.5,400.5,6705,07_08,1.0
201,0.99341255,97,7,1208.0,370.0,1284.0,396.0,6706,07_02,0.9999933242797852
202,0.9900257,97,7,118.0,402.5,204.0,437.5,6707,07_02,0.9998843669891357
203,0.9995814000000001,97,1,1213.5,234.5,1286.5,309.5,6708,01_08,1.0
204,0.99942666,97,1,106.5,267.5,185.5,344.5,6709,01_08,1.0
205,0.99840444,98,7,1295.5,411.0,1378.5,445.0,6710,07_02,0.9999961853027344
206,0.9956543999999999,98,7,1299.0,354.0,1383.0,402.0,6711,07_08,1.0
207,0.99244076,98,7,-1.5,367.0,51.5,411.0,6712,07_05,0.9996691942214966
208,0.9865953000000002,98,7,-1.5,410.0,55.5,440.0,6713,07_02,0.9832353591918945
209,0.9997098,98,1,1303.0,250.0,1385.0,342.0,6714,01_08,1.0
210,0.9978345,98,1,-0.5,281.0,44.5,367.0,6715,01_08,0.9714051485061646
211,0.99838865,99,7,1244.5,348.0,1317.5,388.0,6716,07_08,1.0
212,0.9977234,99,7,1239.5,397.5,1318.5,428.5,6717,07_02,0.9999977350234985
213,0.9974678,99,7,61.0,357.0,137.0,397.0,6718,07_08,1.0
214,0.94444805,99,7,68.0,395.5,140.0,420.5,6719,07_02,0.998759388923645
215,0.9996751,99,1,1247.5,255.5,1320.5,334.5,6720,01_08,1.0
216,0.9993896000000001,99,1,57.0,279.5,127.0,356.5,6721,01_08,1.0
217,0.9992735999999999,100,7,1295.5,353.0,1398.5,405.0,6722,07_08,1.0
218,0.99707216,100,7,1294.0,417.0,1396.0,453.0,6723,07_02,0.9999992847442627
219,0.99983406,100,1,1297.5,236.5,1402.5,339.5,6724,01_08,1.0
220,0.9978958,101,7,1232.5,346.0,1323.5,390.0,6725,07_08,1.0
221,0.99725926,101,7,1230.5,398.0,1319.5,434.0,6726,07_02,0.9999974966049194
222,0.99191225,101,7,2.0,408.0,66.0,436.0,6727,07_02,0.8356562256813049
223,0.9912605999999999,101,7,0.0,363.5,66.0,408.5,6728,07_08,0.9997715353965759
224,0.99960136,101,1,1236.0,241.0,1326.0,333.0,6729,01_08,1.0
225,0.9989703000000001,101,1,0.5,278.5,59.5,363.5,6730,01_08,0.9998576641082764
226,0.99873835,102,7,1344.5,354.0,1451.5,406.0,6731,07_08,1.0
227,0.99835885,102,7,1340.0,417.0,1448.0,453.0,6732,07_02,0.9999887943267822
228,0.9997939,102,1,1352.0,234.5,1458.0,339.5,6733,01_08,1.0
229,0.9971019,103,7,6.0,368.5,72.0,391.5,6734,07_02,0.9995101690292358
230,0.99557537,103,7,1175.5,321.5,1248.5,362.5,6735,07_08,1.0
231,0.9900882,103,7,2.5,334.0,69.5,366.0,6736,07_08,1.0
232,0.97489524,103,7,1172.5,369.0,1249.5,397.0,6737,07_02,0.9999912977218628
233,0.999769,103,1,1180.5,242.0,1251.5,314.0,6738,01_08,1.0
234,0.9987938000000001,103,1,1.0,263.0,63.0,333.0,6739,01_08,1.0
235,0.9974809000000001,104,7,1240.5,330.5,1319.5,371.5,6740,07_08,1.0
236,0.99542135,104,7,1239.0,382.0,1317.0,410.0,6741,07_02,0.9999884366989136
237,0.9924081,104,7,7.5,314.5,78.5,355.5,6742,07_08,1.0
238,0.9884627,104,7,10.0,363.5,84.0,390.5,6743,07_02,0.9998425245285034
239,0.9997011,104,1,1245.5,238.0,1322.5,318.0,6744,01_08,1.0
240,0.99954647,104,1,4.5,228.5,71.5,303.5,6745,01_08,1.0
241,0.99869645,105,7,1309.5,374.5,1414.5,429.5,6746,07_08,1.0
242,0.99762744,105,7,5.0,314.0,83.0,352.0,6747,07_08,1.0
243,0.9974113000000001,105,7,1298.0,434.5,1410.0,477.5,6748,07_02,1.0
244,0.9970752,105,7,6.0,356.0,84.0,384.0,6749,07_02,0.9999992847442627
245,0.9995174000000001,105,1,1322.0,259.0,1426.0,361.0,6750,01_08,1.0
246,0.99945223,105,1,7.0,233.0,79.0,311.0,6751,01_08,1.0
247,0.9940219000000001,106,7,1367.0,371.5,1437.0,412.5,6752,07_08,1.0
248,0.99970144,106,1,1373.5,298.0,1442.5,374.0,6753,01_08,1.0
249,0.9992518,107,7,1362.5,439.5,1459.5,476.5,6754,07_02,0.9999990463256836
250,0.9990399999999999,107,7,1370.5,374.0,1467.5,428.0,6755,07_08,1.0
251,0.9462228000000001,107,5,840.5,275.0,857.5,297.0,6756,05_06,1.0
252,0.99932736,107,1,1382.5,256.0,1477.5,358.0,6757,01_08,1.0
253,0.9991585,108,7,1187.5,342.5,1258.5,383.5,6758,07_08,1.0
254,0.99736583,108,7,1183.5,389.5,1256.5,416.5,6759,07_02,0.9999983310699463
255,0.99684256,108,7,50.5,330.5,123.5,369.5,6760,07_08,1.0
256,0.99570674,108,7,53.0,368.5,121.0,391.5,6761,07_02,0.9914078116416931
257,0.9643687,108,5,832.5,273.5,847.5,296.5,6762,05_06,0.9999998807907104
258,0.9997357,108,1,1196.5,261.0,1263.5,333.0,6763,01_08,1.0
259,0.9993451999999999,108,1,52.0,261.5,120.0,332.5,6764,01_08,1.0
260,0.9993453000000001,109,7,1351.5,371.5,1464.5,432.5,6765,07_08,1.0
261,0.99680066,109,7,1338.5,440.0,1465.5,484.0,6766,07_02,0.9999978542327881
262,0.9999523000000001,109,1,1364.5,246.0,1479.5,358.0,6767,01_08,1.0
263,0.995389,110,7,1141.5,328.0,1202.5,360.0,6768,07_08,1.0
264,0.9944135000000001,110,7,1137.5,367.5,1200.5,390.5,6769,07_02,0.9999727010726929
265,0.9838416999999999,110,7,207.5,344.5,272.5,375.5,6770,07_08,1.0
266,0.9577007,110,7,212.0,375.5,270.0,396.5,6771,07_02,0.9964753985404968
267,0.9997593000000001,110,1,207.5,282.0,268.5,344.0,6772,01_08,1.0
268,0.99969393,110,1,1146.5,258.5,1205.5,319.5,6773,01_08,1.0
269,0.71741915,188,7,1233.5,370.5,1256.5,381.5,6774,08_02,0.9520635604858398
270,0.8434554,188,2,619.5,268.0,634.5,280.0,6775,07_01,0.5034871697425842
271,0.78131694,188,2,618.5,282.5,633.5,295.5,6776,02_05,0.579983115196228
272,0.70188004,188,2,842.5,279.5,855.5,292.5,6777,02_05,0.9760371446609497
273,0.99800634,188,1,1230.5,334.0,1263.5,370.0,6778,01_14,0.9999998807907104
274,0.66999865,189,8,732.0,48.0,766.0,86.0,6779,08_01,0.9664915204048157
275,0.3896774,189,8,304.0,69.5,340.0,110.5,6780,08_01,0.9985287189483643
276,0.9868195,189,3,1495.0,287.0,1519.0,311.0,6781,03_01,1.0
277,0.8018755,189,2,754.0,290.0,768.0,302.0,6782,07_01,0.7403091192245483
278,0.9992108000000001,189,1,1162.5,267.0,1199.5,305.0,6783,01_08,0.9858998656272888
279,0.99812454,189,1,138.0,294.5,174.0,333.5,6784,01_08,0.9999831914901733
280,0.8566280999999999,190,1,986.0,278.0,1054.0,340.0,6785,01_08,0.4600540995597839
281,0.57483304,191,8,927.5,43.0,962.5,81.0,6786,08_01,0.9916300177574158
282,0.9749979999999999,191,5,875.5,288.5,896.5,319.5,6787,05_05,1.0
283,0.9987289,191,1,167.0,288.0,203.0,326.0,6788,01_08,0.9986024498939514
284,0.9981120000000001,191,1,1173.5,270.5,1206.5,307.5,6789,01_08,0.9985828399658203
285,0.9672185,192,8,518.0,33.5,558.0,74.5,6790,08_01,0.9926261305809021
286,0.9446421,192,8,730.0,24.0,770.0,66.0,6791,08_01,0.9999905824661255
287,0.87946177,192,8,313.0,49.0,353.0,89.0,6792,08_01,0.9872192144393921
288,0.2831831,192,8,940.0,19.5,980.0,56.5,6793,08_01,0.9898163080215454
289,0.29978275,193,5,965.0,286.5,983.0,307.5,6794,05_02,1.0
290,0.99781525,193,1,209.0,290.5,243.0,325.5,6795,01_08,0.9997658133506775
291,0.99270606,193,1,1214.5,271.0,1245.5,305.0,6796,01_07,0.8870947957038879
292,0.9859339,195,8,722.0,24.0,762.0,64.0,6797,08_01,0.9970571994781494
293,0.9626723,195,8,499.5,32.5,540.5,73.5,6798,08_01,0.9996939897537231
294,0.90161186,195,8,285.0,43.0,327.0,87.0,6799,08_01,0.9999964237213135
295,0.9993886999999999,195,1,1095.5,270.5,1134.5,311.5,6800,01_08,0.9992341995239258
296,0.9984238999999999,195,1,130.5,292.5,171.5,333.5,6801,01_08,0.9999277591705322
297,0.92299664,196,8,727.0,17.0,765.0,57.0,6802,08_01,0.9993952512741089
298,0.9200433000000001,196,8,295.0,40.5,335.0,83.5,6803,08_01,0.9999979734420776
299,0.7494778,196,8,506.5,27.5,547.5,66.5,6804,08_01,0.9994358420372009
300,0.9936384,197,7,1530.0,367.5,1576.0,384.5,6805,07_03,0.9753750562667847
301,0.99860567,197,1,1535.0,318.5,1579.0,367.5,6806,01_14,0.9999998807907104
302,0.9786187,198,7,1392.5,481.0,1445.5,509.0,6807,07_05,0.9844213724136353
303,0.7477592,198,7,1387.0,449.5,1459.0,482.5,6808,07_10,0.8301622867584229
304,0.9995804,198,5,1352.0,316.5,1462.0,431.5,6809,05_08,1.0
305,0.59234,198,5,837.0,277.0,847.0,293.0,6810,05_06,0.4806660413742065
306,0.92257535,199,7,1049.5,358.0,1076.5,372.0,6811,07_05,0.9993005990982056
307,0.8463200000000001,199,7,1048.0,343.5,1076.0,358.5,6812,07_03,0.2741381824016571
308,0.20659572,199,7,112.5,333.0,189.5,365.0,6813,08_02,0.7411465048789978
309,0.9983544,199,5,1030.0,292.0,1078.0,338.0,6814,05_08,1.0
310,0.9971849,199,5,113.0,250.5,183.0,323.5,6815,05_08,1.0
311,0.289835,199,5,767.5,277.0,776.5,291.0,6816,05_06,0.9128115177154541
312,0.9986944,200,7,1333.5,309.0,1436.5,355.0,6817,07_02,1.0
313,0.9979644,200,7,1335.5,251.5,1436.5,308.5,6818,07_08,1.0
314,0.99972904,200,1,1338.0,136.5,1444.0,245.5,6819,01_08,1.0
315,0.99877733,201,7,1226.5,251.0,1295.5,289.0,6820,07_08,1.0
316,0.9970817,201,7,132.0,397.0,212.0,441.0,6821,07_08,1.0
317,0.97568417,201,7,1225.0,293.0,1297.0,321.0,6822,07_02,1.0
318,0.9996982,201,1,1227.5,175.0,1294.5,247.0,6823,01_08,1.0
319,0.9995788000000001,201,1,129.0,321.0,205.0,399.0,6824,01_08,1.0
320,0.31341985,202,7,1428.0,376.0,1466.0,392.0,6825,07_10,0.9951314926147461
